source,full_response,pred_number,answer
mgsm-bn-47,"Question in English: John bought twice as many blue ties as red ties. The price of a red tie is 50% more than the price of a blue tie. If he spent $200 to buy blue ties priced at $40 each, how much did he spend in total on the ties?

John bought blue ties at $40 each and spent $200 in total. Therefore, the number of blue ties he bought is $200 / $40 = 5 ties.

Since he bought twice as many blue ties as red ties, the number of red ties he bought is 5 / 2 = 2.5. Since the number of ties must be a whole number, we assume he bought 2 red ties (as typically you can't buy half a tie).

The price of a red tie is 50% more than the price of a blue tie, so the price of a red tie is $40 * 1.5 = $60.

Therefore, the total amount spent on red ties is 2 * $60 = $120.

The total amount spent on both blue and red ties is $200 (blue ties) + $120 (red ties) = $320.

তাইনি টাই বাবদ মোট খরচ করেছেন $320। $\boxed{320}$",320,800
mgsm-bn-48,"English translation: Tracy used a 4-foot long wire to support the tomato plant in the garden. The wire was cut into 6-inch pieces. How many pieces did she get?

Bengali translation and answer: ট্রেসি একটি 4 ফুট লম্বা তারকে 6 ইঞ্চি লম্বা টুকরো করে কাটেন। তারটি কতগুলি টুকরো হয়েছিল সেটি নির্ণয় করার জন্য আমরা তারের মোট দৈর্ঘ্য বিয়োগ করি: 4 ফুট × 12 ইঞ্চি/ফুট = 48 ইঞ্চি। তারটি কে 6 ইঞ্চি লম্বা টুকরো করে কাটা হয়েছিল, তাই আমরা 48 ÷ 6 = 8 টি টুকরো পেয়েছি। তাই ট্রেসি 8 টি টুকরো পেয়েছিলেন। সুতরাং, উত্তর হলো $\boxed{8}$।",8,8
mgsm-bn-49,"Question in English: Richard lives in an apartment building on the 15th floor. Each floor has 8 units, and 3/4 of the building is occupied. How many units are occupied in the building if there are not 72 occupied units?

English translation of the answer: বিল্ডিং-এ মোট অধিকৃত ইউনিটের সংখ্যা হল 96। তাই অধিকৃত ইউনিটের সংখ্যার 3/4 হবে 72। কিন্তু প্রশ্নে দেওয়া আছে যে অধিকৃত ইউনিটের সংখ্যা 72 নয়। তাই আমরা নির্ণয় করতে পারি যে বিল্ডিং-এ মোট অধিকৃত ইউনিটের সংখ্যা 96।

Bengali translation of the answer: বিল্ডিং-এ মোট অধিকৃত ইউনিটের সংখ্যা হল $\boxed{96}$।",96,30
mgsm-bn-50,"English translation: Loyer has a hen farm. His hens lay 252 eggs every day, and he sells them at $2 per dozen. How much does he earn weekly from the eggs?

Bengali translation and answer: লয়েডের মুরগি প্রতি দিন 252টি ডিম দেয়। তিনি প্রতি ডজন ডিম $2 দরে বিক্রি করেন। এক সপ্তাহে তিনি ডিম থেকে কত উপার্জন করেন? এক ডজনে 12টি ডিম আছে, তাই 252 ÷ 12 = 21 ডজন ডিম দিনে দেয়া হয়। প্রতি ডজনে $2 দরে বিক্রি করলে, 21 × $2 = $42 সপ্তাহে তিনি ডিম থেকে উপার্জন করেন।

উত্তর: $\boxed{42}$",42,294
mgsm-bn-51,"English translation: Tom's boat can travel at 10 miles per hour. He travels by boat from 1 PM to 4 PM. Then he returns at a speed of 6 miles per hour. How long does it take for him to return?

Bengali answer: তমের জাহাজ 6 মাইল প্রতি ঘণ্টায় বেগে পর্যবেক্ষণ করে। তারপর তিনি 6 মাইল দূরত্ব পুরোটা বেগে ফিরে আসতে 1 ঘণ্টা লাগে। কারণ 6 মাইল ÷ 6 মাইল/ঘণ্টা = 1 ঘণ্টা। তাই ফিরে আসতে তিনি $\boxed{1}$ ঘণ্টা লাগে।",1,5
mgsm-bn-52,"English translation: The bag in Yuri's book is getting very heavy for him. He needs to remove 15 pounds from it. Each comic book weighs 1/4 pound and each game weighs 1/2 pound. If he removes 30 comic books, how many more games does he need to remove?

Bengali translation and answer: যুরির বইয়ের ব্যাগটি খুব ভারী হচ্ছে। তার থেকে 15 পাউন্ড বাদ দেওয়া হবে। প্রতিটি কমিক বই 1/4 পাউন্ড ও প্রতিটি খেলনা 1/2 পাউন্ড। যদি তিনি 30টি কমিক বই বের করে দেন, তাহলে তাকে আর কতগুলি খেলনা বের করতে হবে? 

তিনি যদি 30টি কমিক বই বের করে দেন, তাহলে ব্যাগ থেকে যোগ হওয়া ওজন = 30 × 1/4 = 30/4 = 7.5 পাউন্ড।

শেষ থেকে বাদ দেওয়া হওয়া ওজন = 15 - 7.5 = 7.5 পাউন্ড।

এখন যদি প্রতিটি খেলনার ওজন 1/2 পাউন্ড, তাহলে বাদ দেওয়া খেলনার সংখ্যা = 7.5 ÷ 1/2 = 7.5 × 2 = 15।

তাই, তিনি আর 15টি খেলনা বের করতে হবে।

$\boxed{15}$",15,15
mgsm-bn-53,"Translation: A mechanic charges different rates for repairing the tires of trucks and cars. For each truck's tire, the mechanic charges $60, and for each car's tire, the mechanic charges $40. On Tuesday, the mechanic repaired 6 truck tires and 4 car tires. On Friday, the mechanic repaired 12 car tires and did not repair any truck tires. On which day did the mechanic earn more, and how much more did he earn on that day compared to the other day?

Bengali translation of the answer: বৃহস্পতিবারে মেকানিকটির আয় শুক্রবারের চেয়ে বেশি ছিল। শুক্রবারে তিনি 12টি গাড়ির টায়ার মেরামত করেছিলেন এবং বৃহস্পতিবারে 6টি ট্রাক ও 4টি গাড়ির টায়ার মেরামত করেছিলেন। শুক্রবারে তার আয় $12 \times 40 = 480$ ডলার এবং বৃহস্পতিবারে তার আয় $6 \times 60 + 4 \times 40 = 360 + 160 = 520$ ডলার। অতএব, বৃহস্পতিবারে তিনি শুক্রবারের চেয়ে $520 - 480 = 40$ ডলার বেশি উপার্জন করেছিলেন।

$\boxed{40}$",40,40
mgsm-bn-54,"English translation: 
When Dougy Fire Bonera returned home with 7 baby chicks from the local animal shelter, his mother called him to inform that two of their chicks at home had just hatched. He said that from the baby chicks he brought, the first chick had three times the number of baby chicks of Patch, and the other chick had 12 baby chicks like Tricksi. How many baby chicks are currently in the Dougy Fire Bonera family?

Bengali translation and answer:
দোয়াগ ফাইর বোনেরা স্থানীয় পশু আশ্রয় থেকে 7টি বিড়ালছানা নিয়ে বাড়ি ফিরে এসেছিলেন, তখন তার মা তাকে বললেন যে তাদের বাড়িতে দুটি বিড়ালের সবেমাত্র বিড়ালছানা হয়েছে। তিনি বললেন যে দত্তক নেওয়া বিড়ালছানাগুলির থেকে, প্রথম বিড়াল প্যাচির বিড়ালছানার সংখ্যা তিনগুণ, যেখানে অন্য আরেকটি বিড়াল ট্রিক্সির বিড়ালছানার সংখ্যা 12টি। বর্তমানে ডাউটফায়ার পরিবারে $\boxed{21}$ টি বিড়ালছানা রয়েছে।",21,40
mgsm-bn-55,"English translation: Gene had 30 lollipops. Gene ate 2 lollipops. With the remaining lollipops, Gene wants to fill bags with 2 lollipops each. So, how many bags can Gene fill?

Bengali translation: জিন ছিল ৩০টি ললিপপ। জিন এতে ২টি ললিপপ খাল। অবশিষ্ট ললিপপগুলি দিয়ে, জিন ২টি ললিপপ প্রতি ব্যাগ ভরতে চায়। তাহলে জিন কতগুলি ব্যাগ ভর্তি করতে পারবে?

Answer: জিন পারবে ১৪ টি ব্যাগ ভর্তি করা। $\boxed{14}$",14,14
mgsm-bn-56,"Translation: Peter has planned to watch movies this week. He always buys tickets for $7 and popcorn for $7. If he has $42 this week, how many times can he go to the movies?

পিটার এই সপ্তাহে $42 থাকলে তিনি কতবার সিনেমা দেখতে যেতে পারবেন? 

পিটার প্রতি বার সিনেমা দেখার জন্য টিকিট ও পপকর্নের মোট খরচ $7 + $7 = $14। তারপরে তিনি সিনেমা দেখতে পারে বার সংখ্যা = $42 ÷ $14 = 3।

তাই পিটার এই সপ্তাহে সিনেমা দেখতে 3 বার যেতে পারবেন।

$\boxed{3}$",3,3
mgsm-bn-57,"English translation: A wooden bridge can carry a weight of more than 5000 pounds. A delivery truck with 15-pound boxes passes over the bridge. The combined weight of the driver and an empty truck is 3755 pounds. Without exceeding the bridge's weight limit, what is the maximum number of boxes that can be loaded onto the truck?

Bengali translation: একটি কাঠের সেতু 5000 পাউন্ডের বেশি ভার বহন করতে পারে না। একটি ডেলিভারি ট্রাকে 15 পাউন্ড ওজনের একইরকম বাক্স ভরে পার হয়ে যায়। গাড়ির চালক ও খালি ট্রাকটির মিলিত ওজন 3755 পাউন্ড। সেতুর ওজন সীমা অতিক্রম না করে সর্বোচ্চ কতগুলি বাক্স ট্রাকে চাপানো যেতে পারে?

Bengali answer: সেতুর ভার সীমা 5000 পাউন্ড। খালি ট্রাকের ওজন 3755 পাউন্ড। এক বাক্সের ওজন 15 পাউন্ড। তাই ট্রাকে চাপানো বাক্সের মোট ওজন = 5000 - 3755 = 1245 পাউন্ড। তাহলে বাক্সের সর্বোচ্চ সংখ্যা = 1245 ÷ 15 = 83। সুতরাং, সর্বোচ্চ 83 টি বাক্স ট্রাকে চাপানো যেতে পারে। $\boxed{83}$",83,83
